class,f1_per_class
Vip Arhgap36 Hmcn1,0.8524590163934426
Vip Crispld2 Htr2c,0.8409090909090909
Sncg Vip Itih5,0.7894736842105263
Vip Lect1 Oxtr,0.9014084507042254
Lamp5 Lsp1,0.9636963696369637
Lamp5 Plch2 Dock5,0.8936170212765957
Vip Pygm C1ql1,0.8043478260869564
Lamp5 Krt73,0.9600000000000001
Vip Crispld2 Kcne4,0.9090909090909091
Lamp5 Fam19a1 Pax6,0.8666666666666666
Vip Igfbp6 Car10,0.7142857142857143
Lamp5 Ntn1 Npy2r,0.8545454545454546
Vip Igfbp6 Pltp,0.9090909090909091
Pvalb Reln Tac1,0.9058295964125561
Sst Chrna2 Ptgdr,0.7951807228915663
Sst Hpse Cbln4,0.7000000000000001
Vip Igfbp4 Mab21l1,0.7586206896551725
Pvalb Vipr2,0.9655172413793104
Sst Rxfp1 Prdm8,0.8863636363636365
Sst Nr2f2 Necab1,0.888888888888889
Pvalb Calb1 Sst,0.7500000000000001
Sst Chrna2 Glra3,0.8732394366197184
Sncg Gpr50,1.0
L6 CT VISp Nxph2 Wls,0.9803921568627451
L6 CT VISp Ctxn3 Sla,0.8440366972477065
L6 CT VISp Krt80 Sla,0.7941176470588235
L6b VISp Col8a1 Rxfp1,0.9473684210526316
L6 CT VISp Ctxn3 Brinp3,0.8695652173913043
L6 IT VISp Penk Fst,0.7936507936507937
L6 IT VISp Col23a1 Adamts2,0.8666666666666666
L6 IT VISp Penk Col27a1,0.9629629629629629
Sst Crhr2 Efemp1,0.9259259259259259
Vip Chat Htr1f,0.8631578947368421
L2/3 IT VISp Adamts2,0.9090909090909091
L2/3 IT VISp Rrad,0.8750000000000001
L2/3 IT VISp Agmat,0.966887417218543
Sst Calb2 Pdlim5,0.9066666666666667
Pvalb Tpbg,0.948905109489051
Sst Rxfp1 Eya1,0.9090909090909091
Lamp5 Lhx6,1.0
Sst Chodl,1.0
Vip Ptprt Pkp2,0.9180327868852458
Sncg Slc17a8,0.8571428571428571
Pvalb Gpr149 Islr,0.9361702127659574
Sst Hpse Sema3c,0.9107142857142858
Sst Mme Fam114a1,0.6428571428571429
Sst Tac2 Tacstd2,0.7741935483870968
Pvalb Th Sst,0.6666666666666666
Sst Crh 4930553C11Rik ,0.8235294117647058
L6 IT VISp Col18a1,0.9203539823008849
L4 IT VISp Rspo1,0.9933481152993348
L5 NP VISp Trhr Cpne7,0.970873786407767
Vip Rspo4 Rxfp1 Chat,0.8095238095238095
Vip Gpc3 Slc18a3,0.8387096774193549
Pvalb Reln Itm2a,0.7222222222222223
Serpinf1 Aqp5 Vip,0.7499999999999999
Sst Myh8 Fibin,0.9199999999999999
Serpinf1 Clrn1,0.8
Vip Lmo1 Myl1,0.9130434782608695
L5 IT VISp Hsd11b1 Endou,0.9402985074626866
L5 IT VISp Batf3,0.9743589743589743
L5 PT VISp C1ql2 Ptgfr,0.9705882352941176
L5 IT VISp Col27a1,0.9870129870129869
Sst Nts,0.8888888888888888
Sst Tac2 Myh4,0.4
Pvalb Gabrg1,0.96
Pvalb Akr1c18 Ntf3,0.6666666666666667
Sst Esm1,0.9333333333333333
Sncg Vip Nptx2,0.8181818181818181
Lamp5 Fam19a1 Tmem182,0.7407407407407408
Vip Col15a1 Pde1a,0.375
Sst Tac1 Htr1d,0.7605633802816902
L5 PT VISp Krt80,0.9387755102040817
L6 IT VISp Car3,0.9795918367346939
L5 NP VISp Trhr Met,0.9714285714285713
L6 CT VISp Gpr139,0.8
Sst Tac1 Tacr3,0.5
Sst Myh8 Etv1 ,0.7272727272727272
Astro Aqp4,1.0
L6 CT ALM Nxph2 Sla,0.4
L6b VISp Col8a1 Rprm,0.9166666666666666
Vip Rspo1 Itga4,0.6666666666666666
L5 IT VISp Whrn Tox2,0.717948717948718
L5 PT VISp Chrna6,0.9836065573770492
L5 IT VISp Col6a1 Fezf2,0.9655172413793104
Vip Lmo1 Fam159b,0.9302325581395349
L5 PT VISp C1ql2 Cdh13,0.8857142857142858
L5 PT VISp Lgr5,0.8333333333333333
Pvalb Sema3e Kank4,0.6666666666666665
Sst Calb2 Necab1,0.4
L6b VISp Mup5,0.972972972972973
L6b P2ry12,0.967741935483871
L6b VISp Crh,0.9655172413793104
